epoch=1 train_loss=4854.165109 val_loss=1061.424579
epoch=2 train_loss=1946.131752 val_loss=849.149223
epoch=3 train_loss=1059.440499 val_loss=898.027408
epoch=4 train_loss=967.546024 val_loss=371.789302
epoch=5 train_loss=858.383305 val_loss=515.676376
epoch=6 train_loss=607.084139 val_loss=370.281033
epoch=7 train_loss=505.850025 val_loss=318.871022
epoch=8 train_loss=323.392876 val_loss=307.589155
epoch=9 train_loss=378.511951 val_loss=206.977699
epoch=10 train_loss=320.110241 val_loss=207.180322
epoch=11 train_loss=318.622304 val_loss=137.849259
epoch=12 train_loss=251.501591 val_loss=159.203429
epoch=13 train_loss=227.668743 val_loss=130.063608
epoch=14 train_loss=218.372183 val_loss=207.371379
epoch=15 train_loss=195.931952 val_loss=158.242661
epoch=16 train_loss=210.426616 val_loss=132.022740
epoch=17 train_loss=159.818322 val_loss=129.667399
epoch=18 train_loss=119.723640 val_loss=110.499398
epoch=19 train_loss=165.563177 val_loss=103.785894
epoch=20 train_loss=119.456360 val_loss=90.754371
epoch=21 train_loss=134.451033 val_loss=123.265344
epoch=22 train_loss=117.417749 val_loss=94.345061
epoch=23 train_loss=168.490498 val_loss=64.771804
epoch=24 train_loss=100.871342 val_loss=76.378503
epoch=25 train_loss=109.686003 val_loss=71.494962
epoch=26 train_loss=127.519192 val_loss=86.443422
epoch=27 train_loss=131.733553 val_loss=66.938595
epoch=28 train_loss=103.336835 val_loss=111.166428
epoch=29 train_loss=105.390969 val_loss=65.099419
epoch=30 train_loss=90.249723 val_loss=59.525846
epoch=31 train_loss=99.540621 val_loss=73.744137
epoch=32 train_loss=89.840296 val_loss=67.924154
epoch=33 train_loss=83.932416 val_loss=52.022590
epoch=34 train_loss=233.428200 val_loss=46.717804
epoch=35 train_loss=99.297208 val_loss=81.488357
epoch=36 train_loss=86.597935 val_loss=57.176142
epoch=37 train_loss=77.386667 val_loss=39.962810
epoch=38 train_loss=76.047849 val_loss=289.327701
epoch=39 train_loss=76.340255 val_loss=52.897520
epoch=40 train_loss=78.180220 val_loss=51.646613
epoch=41 train_loss=81.104206 val_loss=41.178819
epoch=42 train_loss=66.252438 val_loss=46.227078
epoch=43 train_loss=71.493719 val_loss=65.675051
epoch=44 train_loss=64.959039 val_loss=45.517018
epoch=45 train_loss=63.360971 val_loss=43.201386
epoch=46 train_loss=69.805619 val_loss=42.753379
epoch=47 train_loss=68.165911 val_loss=42.430252
epoch=48 train_loss=62.239259 val_loss=71.549879
epoch=49 train_loss=67.815238 val_loss=39.988634
epoch=50 train_loss=150.951432 val_loss=44.334631
