epoch=1 train_loss=6827.255232 val_loss=2390.704963
epoch=2 train_loss=1738.716149 val_loss=1079.537895
epoch=3 train_loss=975.189795 val_loss=407.838708
epoch=4 train_loss=669.958324 val_loss=275.285641
epoch=5 train_loss=556.449253 val_loss=194.615291
epoch=6 train_loss=517.913775 val_loss=143.571100
epoch=7 train_loss=370.860828 val_loss=149.418836
epoch=8 train_loss=272.567425 val_loss=162.741763
epoch=9 train_loss=185.943427 val_loss=152.655524
epoch=10 train_loss=229.666111 val_loss=123.091702
epoch=11 train_loss=153.553211 val_loss=106.129424
epoch=12 train_loss=121.596171 val_loss=73.523389
epoch=13 train_loss=150.995430 val_loss=304.911621
epoch=14 train_loss=159.656012 val_loss=87.681557
epoch=15 train_loss=127.240002 val_loss=87.522643
epoch=16 train_loss=126.534390 val_loss=165.945491
epoch=17 train_loss=124.854276 val_loss=58.067690
epoch=18 train_loss=161.328459 val_loss=76.472454
epoch=19 train_loss=139.979246 val_loss=72.868513
epoch=20 train_loss=123.598540 val_loss=69.492186
epoch=21 train_loss=166.095335 val_loss=63.070697
epoch=22 train_loss=107.364093 val_loss=91.916009
epoch=23 train_loss=104.879825 val_loss=55.925886
epoch=24 train_loss=94.807901 val_loss=62.148383
epoch=25 train_loss=91.567666 val_loss=52.978717
epoch=26 train_loss=97.286034 val_loss=56.927995
epoch=27 train_loss=89.082574 val_loss=58.029562
epoch=28 train_loss=69.029639 val_loss=50.943642
epoch=29 train_loss=77.320554 val_loss=46.286308
epoch=30 train_loss=81.521836 val_loss=40.619649
epoch=31 train_loss=63.617676 val_loss=47.583410
epoch=32 train_loss=62.717410 val_loss=42.750466
epoch=33 train_loss=58.946449 val_loss=47.239668
epoch=34 train_loss=58.174618 val_loss=30.624894
epoch=35 train_loss=154.701384 val_loss=37.871647
epoch=36 train_loss=59.485447 val_loss=43.098895
epoch=37 train_loss=53.705346 val_loss=48.250201
epoch=38 train_loss=50.308116 val_loss=29.104343
epoch=39 train_loss=54.675566 val_loss=33.614903
epoch=40 train_loss=52.834064 val_loss=31.830725
epoch=41 train_loss=49.730419 val_loss=26.170915
epoch=42 train_loss=67.871663 val_loss=27.045064
epoch=43 train_loss=47.858160 val_loss=27.784575
epoch=44 train_loss=47.680330 val_loss=30.054310
epoch=45 train_loss=50.485533 val_loss=33.485455
epoch=46 train_loss=48.736526 val_loss=32.707979
epoch=47 train_loss=58.370593 val_loss=35.432970
epoch=48 train_loss=48.852522 val_loss=26.295389
epoch=49 train_loss=44.298394 val_loss=29.744867
epoch=50 train_loss=46.720820 val_loss=27.942257
