epoch=1 train_loss=3401.519927 val_loss=1304.546775
epoch=2 train_loss=1137.131625 val_loss=884.544466
epoch=3 train_loss=998.354119 val_loss=571.678607
epoch=4 train_loss=644.763726 val_loss=192.592036
epoch=5 train_loss=396.863131 val_loss=238.598911
epoch=6 train_loss=267.505933 val_loss=416.359442
epoch=7 train_loss=293.313272 val_loss=148.022980
epoch=8 train_loss=207.753624 val_loss=173.794828
epoch=9 train_loss=192.360717 val_loss=166.558443
epoch=10 train_loss=205.264024 val_loss=92.122691
epoch=11 train_loss=131.929009 val_loss=87.533186
epoch=12 train_loss=155.272146 val_loss=77.581269
epoch=13 train_loss=88.914626 val_loss=72.660997
epoch=14 train_loss=140.529867 val_loss=128.234659
epoch=15 train_loss=110.021259 val_loss=71.235580
epoch=16 train_loss=114.793103 val_loss=98.051616
epoch=17 train_loss=101.462427 val_loss=104.379693
epoch=18 train_loss=68.605947 val_loss=33.954613
epoch=19 train_loss=76.008877 val_loss=70.318197
epoch=20 train_loss=88.354067 val_loss=57.212296
epoch=21 train_loss=85.514686 val_loss=39.369946
epoch=22 train_loss=83.206143 val_loss=45.514099
epoch=23 train_loss=76.395513 val_loss=55.064227
epoch=24 train_loss=55.712869 val_loss=51.191232
epoch=25 train_loss=58.289896 val_loss=33.153002
epoch=26 train_loss=63.251810 val_loss=58.316346
epoch=27 train_loss=46.899197 val_loss=23.716581
epoch=28 train_loss=35.507879 val_loss=23.908516
epoch=29 train_loss=36.560035 val_loss=29.360771
epoch=30 train_loss=42.636538 val_loss=26.622580
epoch=31 train_loss=48.368929 val_loss=35.654841
epoch=32 train_loss=42.986132 val_loss=28.019405
epoch=33 train_loss=42.585960 val_loss=22.115591
epoch=34 train_loss=43.377430 val_loss=19.502932
epoch=35 train_loss=39.271449 val_loss=69.927316
epoch=36 train_loss=33.419248 val_loss=21.765015
epoch=37 train_loss=38.574509 val_loss=15.507064
epoch=38 train_loss=44.661638 val_loss=21.822296
epoch=39 train_loss=33.898249 val_loss=23.592997
epoch=40 train_loss=28.940023 val_loss=21.002035
epoch=41 train_loss=27.762722 val_loss=23.092668
epoch=42 train_loss=23.700882 val_loss=23.361420
epoch=43 train_loss=108.957690 val_loss=18.204021
epoch=44 train_loss=39.390884 val_loss=23.672184
epoch=45 train_loss=22.109169 val_loss=14.540016
epoch=46 train_loss=20.406686 val_loss=15.389013
epoch=47 train_loss=21.470375 val_loss=18.120475
epoch=48 train_loss=22.920984 val_loss=18.398242
epoch=49 train_loss=23.515314 val_loss=13.058317
epoch=50 train_loss=28.415433 val_loss=14.293979
