epoch=1 train_loss=3573.484237 val_loss=1012.283323
epoch=2 train_loss=1287.604294 val_loss=1274.860061
epoch=3 train_loss=892.911026 val_loss=439.711365
epoch=4 train_loss=590.185047 val_loss=435.588532
epoch=5 train_loss=464.816474 val_loss=252.413286
epoch=6 train_loss=466.818636 val_loss=219.715362
epoch=7 train_loss=312.148150 val_loss=242.618854
epoch=8 train_loss=259.342356 val_loss=249.474783
epoch=9 train_loss=225.956431 val_loss=169.230667
epoch=10 train_loss=294.171333 val_loss=99.502327
epoch=11 train_loss=181.117258 val_loss=139.862715
epoch=12 train_loss=211.769301 val_loss=169.571219
epoch=13 train_loss=140.257121 val_loss=101.313146
epoch=14 train_loss=156.920041 val_loss=150.890824
epoch=15 train_loss=126.125819 val_loss=96.727395
epoch=16 train_loss=172.727539 val_loss=93.565783
epoch=17 train_loss=150.519420 val_loss=92.426946
epoch=18 train_loss=152.550304 val_loss=128.097118
epoch=19 train_loss=112.258667 val_loss=78.839289
epoch=20 train_loss=117.123408 val_loss=94.655311
epoch=21 train_loss=118.372198 val_loss=78.563574
epoch=22 train_loss=135.948105 val_loss=102.240705
epoch=23 train_loss=143.785935 val_loss=76.249101
epoch=24 train_loss=127.956102 val_loss=61.906330
epoch=25 train_loss=129.144630 val_loss=51.210312
epoch=26 train_loss=149.379653 val_loss=65.871074
epoch=27 train_loss=88.380574 val_loss=60.402305
epoch=28 train_loss=91.003131 val_loss=67.392637
epoch=29 train_loss=86.156328 val_loss=48.466802
epoch=30 train_loss=73.745450 val_loss=43.079309
epoch=31 train_loss=75.555305 val_loss=49.982902
epoch=32 train_loss=73.516253 val_loss=51.328512
epoch=33 train_loss=74.938148 val_loss=54.438695
epoch=34 train_loss=77.675053 val_loss=58.256134
epoch=35 train_loss=72.963412 val_loss=49.861138
epoch=36 train_loss=143.989416 val_loss=48.496891
epoch=37 train_loss=66.031135 val_loss=45.330044
epoch=38 train_loss=74.390113 val_loss=40.475460
epoch=39 train_loss=67.459308 val_loss=46.179468
epoch=40 train_loss=343.061126 val_loss=42.050100
epoch=41 train_loss=51.288970 val_loss=46.804416
epoch=42 train_loss=58.234665 val_loss=33.767196
epoch=43 train_loss=51.916700 val_loss=33.563589
epoch=44 train_loss=45.525578 val_loss=34.150918
epoch=45 train_loss=45.414813 val_loss=40.753576
epoch=46 train_loss=43.709830 val_loss=30.712154
epoch=47 train_loss=42.111134 val_loss=44.308631
epoch=48 train_loss=54.379285 val_loss=399.715691
epoch=49 train_loss=57.851504 val_loss=37.377355
epoch=50 train_loss=53.495423 val_loss=45.586277
